prop_id,req_url,lat,lon,esti_price_sq_meter
722375516,"http://cenovamapa.eu/?do=getprice&p=(50.0002978505573, 14.4137142543812)&zoom=12&t=domy-prodej",50.0002978505573,14.4137142543812,29102
1299362140,"http://cenovamapa.eu/?do=getprice&p=(50.016658, 14.349712)&zoom=12&t=domy-prodej",50.016658,14.349712,18184
4036407644,"http://cenovamapa.eu/?do=getprice&p=(50.1171200947333, 14.4715117382779)&zoom=12&t=domy-prodej",50.1171200947333,14.4715117382779,29010
2085990748,"http://cenovamapa.eu/?do=getprice&p=(50.0215294194971, 14.4030731234875)&zoom=12&t=domy-prodej",50.0215294194971,14.4030731234875,28692
547004764,"http://cenovamapa.eu/?do=getprice&p=(50.0608, 14.4408194444444)&zoom=12&t=domy-prodej",50.0608,14.4408194444444,27777
242611036,"http://cenovamapa.eu/?do=getprice&p=(50.077654, 14.317178)&zoom=12&t=domy-prodej",50.077654,14.317178,29428
2876133980,"http://cenovamapa.eu/?do=getprice&p=(50.1495908361415, 14.4397425189065)&zoom=12&t=domy-prodej",50.1495908361415,14.4397425189065,27969
567517532,"http://cenovamapa.eu/?do=getprice&p=(50.060599, 14.438446)&zoom=12&t=domy-prodej",50.060599,14.438446,29718
1956417884,"http://cenovamapa.eu/?do=getprice&p=(50.0881722222222, 14.3407333333333)&zoom=12&t=domy-prodej",50.0881722222222,14.3407333333333,29428
1414697308,"http://cenovamapa.eu/?do=getprice&p=(50.1154777777778, 14.37195)&zoom=12&t=domy-prodej",50.1154777777778,14.37195,28834
176914780,"http://cenovamapa.eu/?do=getprice&p=(50.0235388888889, 14.4432083333333)&zoom=12&t=domy-prodej",50.0235388888889,14.4432083333333,25927
1006604636,"http://cenovamapa.eu/?do=getprice&p=(50.0784188124257, 14.4433616422344)&zoom=12&t=domy-prodej",50.0784188124257,14.4433616422344,29190
588812636,"http://cenovamapa.eu/?do=getprice&p=(50.0784188124257, 14.4433616422344)&zoom=12&t=domy-prodej",50.0784188124257,14.4433616422344,30596
4053303644,"http://cenovamapa.eu/?do=getprice&p=(50.0753391667, 14.3820344444)&zoom=12&t=domy-prodej",50.0753391667,14.3820344444,30596
2660925788,"http://cenovamapa.eu/?do=getprice&p=(50.1027252630969, 14.552160990899)&zoom=12&t=domy-prodej",50.1027252630969,14.552160990899,35527
4181950812,"http://cenovamapa.eu/?do=getprice&p=(50.089729515319, 14.5655385138457)&zoom=12&t=domy-prodej",50.089729515319,14.5655385138457,29273
3799281756,"http://cenovamapa.eu/?do=getprice&p=(50.1132169471278, 14.6233123540878)&zoom=12&t=domy-prodej",50.1132169471278,14.6233123540878,29772
3460976732,"http://cenovamapa.eu/?do=getprice&p=(50.1146032690393, 14.6234732866287)&zoom=12&t=domy-prodej",50.1146032690393,14.6234732866287,23997
659931228,"http://cenovamapa.eu/?do=getprice&p=(49.9827443102259, 14.3520560568779)&zoom=12&t=domy-prodej",49.9827443102259,14.3520560568779,26004
2366173532,"http://cenovamapa.eu/?do=getprice&p=(50.0184998739589, 14.3587437302344)&zoom=12&t=domy-prodej",50.0184998739589,14.3587437302344,17251
1446506844,"http://cenovamapa.eu/?do=getprice&p=(50.0908138888889, 14.4227694444444)&zoom=12&t=domy-prodej",50.0908138888889,14.4227694444444,28927
1178071388,"http://cenovamapa.eu/?do=getprice&p=(50.0908138888889, 14.4227694444444)&zoom=12&t=domy-prodej",50.0908138888889,14.4227694444444,171648
482668892,"http://cenovamapa.eu/?do=getprice&p=(50.1034717067067, 14.6612799972162)&zoom=12&t=domy-prodej",50.1034717067067,14.6612799972162,171648
2678387036,"http://cenovamapa.eu/?do=getprice&p=(50.023525905682, 14.4387827174121)&zoom=12&t=domy-prodej",50.023525905682,14.4387827174121,20318
4020764764,"http://cenovamapa.eu/?do=getprice&p=(49.9989772850597, 14.5203128087214)&zoom=12&t=domy-prodej",49.9989772850597,14.5203128087214,23947
1168695644,"http://cenovamapa.eu/?do=getprice&p=(50.1045151726311, 14.3768182747644)&zoom=12&t=domy-prodej",50.1045151726311,14.3768182747644,25645
2332942684,"http://cenovamapa.eu/?do=getprice&p=(49.9881583333333, 14.3607805555556)&zoom=12&t=domy-prodej",49.9881583333333,14.3607805555556,27337
3988013148,"http://cenovamapa.eu/?do=getprice&p=(50.0170832835009, 14.5075706375417)&zoom=12&t=domy-prodej",50.0170832835009,14.5075706375417,17251
90480988,"http://cenovamapa.eu/?do=getprice&p=(50.077654, 14.317178)&zoom=12&t=domy-prodej",50.077654,14.317178,35194
489984348,"http://cenovamapa.eu/?do=getprice&p=(50.0762855010936, 14.6788512071257)&zoom=12&t=domy-prodej",50.0762855010936,14.6788512071257,27969
3524972892,"http://cenovamapa.eu/?do=getprice&p=(50.057233, 14.424369)&zoom=12&t=domy-prodej",50.057233,14.424369,25289
1646842204,"http://cenovamapa.eu/?do=getprice&p=(50.0223303869032, 14.447968368587)&zoom=12&t=domy-prodej",50.0223303869032,14.447968368587,28044
3580154204,"http://cenovamapa.eu/?do=getprice&p=(50.0293388, 14.30152731)&zoom=12&t=domy-prodej",50.0293388,14.30152731,29190
3502231900,"http://cenovamapa.eu/?do=getprice&p=(50.0293388, 14.30152731)&zoom=12&t=domy-prodej",50.0293388,14.30152731,28465
2814366044,"http://cenovamapa.eu/?do=getprice&p=(50.0293388, 14.30152731)&zoom=12&t=domy-prodej",50.0293388,14.30152731,28465
2780811612,"http://cenovamapa.eu/?do=getprice&p=(50.0293388, 14.30152731)&zoom=12&t=domy-prodej",50.0293388,14.30152731,28465
1103090012,"http://cenovamapa.eu/?do=getprice&p=(50.0293388, 14.30152731)&zoom=12&t=domy-prodej",50.0293388,14.30152731,28465
1855902044,"http://cenovamapa.eu/?do=getprice&p=(50.1138354756383, 14.6244503187689)&zoom=12&t=domy-prodej",50.1138354756383,14.6244503187689,28465
2234675804,"http://cenovamapa.eu/?do=getprice&p=(50.1162248, 14.5015183)&zoom=12&t=domy-prodej",50.1162248,14.5015183,23997
3317252188,"http://cenovamapa.eu/?do=getprice&p=(50.0478670263089, 14.4803390599379)&zoom=12&t=domy-prodej",50.0478670263089,14.4803390599379,22278
583192924,"http://cenovamapa.eu/?do=getprice&p=(50.0950846920791, 14.3831083393559)&zoom=12&t=domy-prodej",50.0950846920791,14.3831083393559,21168
4087533916,"http://cenovamapa.eu/?do=getprice&p=(50.029397757002, 14.5007301043195)&zoom=12&t=domy-prodej",50.029397757002,14.5007301043195,27619
2546852188,"http://cenovamapa.eu/?do=getprice&p=(50.0352334048403, 14.5868764241789)&zoom=12&t=domy-prodej",50.0352334048403,14.5868764241789,34740
1276629340,"http://cenovamapa.eu/?do=getprice&p=(50.037472, 14.558942)&zoom=12&t=domy-prodej",50.037472,14.558942,27994
822853980,"http://cenovamapa.eu/?do=getprice&p=(50.0343922749213, 14.5905180507761)&zoom=12&t=domy-prodej",50.0343922749213,14.5905180507761,23813
1583677532,"http://cenovamapa.eu/?do=getprice&p=(50.0456583366132, 14.5471741437627)&zoom=12&t=domy-prodej",50.0456583366132,14.5471741437627,27994
92979548,"http://cenovamapa.eu/?do=getprice&p=(50.0538341598549, 14.419639268533)&zoom=12&t=domy-prodej",50.0538341598549,14.419639268533,25205
2643116380,"http://cenovamapa.eu/?do=getprice&p=(50.0765815149984, 14.3717412431629)&zoom=12&t=domy-prodej",50.0765815149984,14.3717412431629,28044
2871640412,"http://cenovamapa.eu/?do=getprice&p=(50.051231, 14.530008)&zoom=12&t=domy-prodej",50.051231,14.530008,35527
1476829532,"http://cenovamapa.eu/?do=getprice&p=(50.02489, 14.407797)&zoom=12&t=domy-prodej",50.02489,14.407797,31225
2068451676,"http://cenovamapa.eu/?do=getprice&p=(50.0719495025434, 14.553016737833)&zoom=12&t=domy-prodej",50.0719495025434,14.553016737833,18455
2307440988,"http://cenovamapa.eu/?do=getprice&p=(50.056749489728, 14.4420524287148)&zoom=12&t=domy-prodej",50.056749489728,14.4420524287148,20855
2154807644,"http://cenovamapa.eu/?do=getprice&p=(50.041769761251, 14.3959217488256)&zoom=12&t=domy-prodej",50.041769761251,14.3959217488256,29428
3463430492,"http://cenovamapa.eu/?do=getprice&p=(50.0719495025434, 14.553016737833)&zoom=12&t=domy-prodej",50.0719495025434,14.553016737833,25008
876593500,"http://cenovamapa.eu/?do=getprice&p=(50.1151127866752, 14.6215054083719)&zoom=12&t=domy-prodej",50.1151127866752,14.6215054083719,20855
2074001756,"http://cenovamapa.eu/?do=getprice&p=(50.0912583462852, 14.3020514398813)&zoom=12&t=domy-prodej",50.0912583462852,14.3020514398813,26004
2169291100,"http://cenovamapa.eu/?do=getprice&p=(50.0908569151637, 14.5617185236541)&zoom=12&t=domy-prodej",50.0908569151637,14.5617185236541,29506
1152631132,"http://cenovamapa.eu/?do=getprice&p=(50.1274000299317, 14.5698046863617)&zoom=12&t=domy-prodej",50.1274000299317,14.5698046863617,29772
2621866332,"http://cenovamapa.eu/?do=getprice&p=(50.0772622, 14.6018943)&zoom=12&t=domy-prodej",50.0772622,14.6018943,28832
2926879068,"http://cenovamapa.eu/?do=getprice&p=(50.0757516793335, 14.659358932706)&zoom=12&t=domy-prodej",50.0757516793335,14.659358932706,30963
4222796124,"http://cenovamapa.eu/?do=getprice&p=(50.0834971235338, 14.5582081046525)&zoom=12&t=domy-prodej",50.0834971235338,14.5582081046525,29071
345162076,"http://cenovamapa.eu/?do=getprice&p=(50.0810578469105, 14.648390261771)&zoom=12&t=domy-prodej",50.0810578469105,14.648390261771,29772
1396736348,"http://cenovamapa.eu/?do=getprice&p=(50.1130199977424, 14.6281259764425)&zoom=12&t=domy-prodej",50.1130199977424,14.6281259764425,24432
2443624796,"http://cenovamapa.eu/?do=getprice&p=(50.0146704699373, 14.4822964163591)&zoom=12&t=domy-prodej",50.0146704699373,14.4822964163591,23997
2224300380,"http://cenovamapa.eu/?do=getprice&p=(50.0835493857, 14.4341412988)&zoom=12&t=domy-prodej",50.0835493857,14.4341412988,27173
2185965916,"http://cenovamapa.eu/?do=getprice&p=(50.0857075746852, 14.5754961775949)&zoom=12&t=domy-prodej",50.0857075746852,14.5754961775949,60017
2456498524,"http://cenovamapa.eu/?do=getprice&p=(50.0552925, 14.3796905556)&zoom=12&t=domy-prodej",50.0552925,14.3796905556,22055
1808478556,"http://cenovamapa.eu/?do=getprice&p=(50.0495300292969, 14.5511798858643)&zoom=12&t=domy-prodej",50.0495300292969,14.5511798858643,18245
3781607772,"http://cenovamapa.eu/?do=getprice&p=(50.0293335121693, 14.599357206609)&zoom=12&t=domy-prodej",50.0293335121693,14.599357206609,21916
3565891932,"http://cenovamapa.eu/?do=getprice&p=(50.0835493857, 14.4341412988)&zoom=12&t=domy-prodej",50.0835493857,14.4341412988,27008
3250536540,"http://cenovamapa.eu/?do=getprice&p=(50.0669186798334, 14.3623290105248)&zoom=12&t=domy-prodej",50.0669186798334,14.3623290105248,60017
3976581468,"http://cenovamapa.eu/?do=getprice&p=(50.15365, 14.533443)&zoom=12&t=domy-prodej",50.15365,14.533443,31242
575222108,"http://cenovamapa.eu/?do=getprice&p=(50.0200614929199, 14.4482498168945)&zoom=12&t=domy-prodej",50.0200614929199,14.4482498168945,26100
